path,name,kind,written_in,screen,language,encoding,runs,run_note,description,source,disks,sha256
programs/lyceum1/11BMMM.DAT,11BMMM.DAT,data,,,,,,,"A results sheet of class 11Б («результаты вычислений … работу выполнили учащиеся 11Б класса»): a computed value, its interval and the error 7.8%",content read 2026-09-06,1,93ba9e944941144028025a4f988c974fbd867488826ae931c6e95d0e208e8458
programs/lyceum1/HIM.PAS,HIM.PAS,source,,,,,,,"Program kislorod - the chemistry coursework «Кислород и его характеристика», title screen «Россия, г. Воронеж, Лицей №1» - menus of the properties of oxygen; the object PROBA.OBJ of the same program names its author, Чепков Александр, 1992",read 2026-09-06,1,c8a89e165e9a0beb3168e1c2d0ecf5917e9f1ce11e9dbae16a8cc844888c2617
programs/lyceum1/HIM.SAV,HIM.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,"Chemistry courseware, lesson ""Oxygen and its properties""; Voronezh Lyceum No. 1, A. Shchepkov, 1992",program screen,2,469238424505a67961dc6c5c83d505edb0aca6dbf4004e44dc9ba4e0fe6a5a00
programs/lyceum1/IGOR.PAS,IGOR.PAS,source,,,en,ascii,,,"Program Laborator - the physics lab on the induction of a magnet's field: coil (катушка), magnet, galvanometer; asks the class and two pupils' names, averages the measurements and prints the relative error; 1992",read 2026-09-05,1,519b5ec609e45fbf0075fb1b8e2426a3423685df8e1f68e22eea6a8980ecc7e5
programs/lyceum1/IGOR.SAV,IGOR.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,"Physics coursework: measuring the induction of a permanent magnet's field, with a drawing of the school building; I. Druzhinin, Lyceum No. 1, 1992",program screen,1,f24fe2ca67bc1f42ae75a91b91aaffe73ed42221a567b0f645b1f24e6af0dc55
programs/lyceum1/INSTR.TXT,INSTR.TXT,text,,,,,,,"«Ход работы» of the magnetic-induction lab (IGOR): measure the coil's diameter, compute its cross-section, count the turns…",read 2026-09-06,1,9e084f3296e879f5f471c938b38d16ab15b506b68de2200efd7fb30d824ca4d8
programs/lyceum1/INSTR1.TXT,INSTR1.TXT,text,,,,,,,"The procedure of the gas-law lab (ZAM): measure the temperature in the vessel of hot water, lower a glass tube closed end down…",read 2026-09-06,1,8040b3fa1d0bef6313cbf411bbf9055bd4aa8546e00dbaf265ab504c19a5c79b
programs/lyceum1/LIN.C,LIN.C,source,,,,,,,"Source of LINE.SAV: point() XORs pixels into VRAM at 16384 (0o40000), line() by recursive midpoint subdivision, main asks two endpoints in a loop - with the scanf-without-& and self-recursion bugs intact",read in full 2026-09-05,1,a3a5660841e44b2d2c2c2ad0ef73c28d2d9176943d66355b3ed5f944a5157cd6
programs/lyceum1/LINE.SAV,LINE.SAV,program,assembler (no runtime library),text,en,ascii,ran,"bare prompt, no answer to a bogus file name","Line-drawing experiment in Whitesmiths C (source LIN.C beside it): asks x0/y0/x1/y1 at a '#' prompt and draws on the 640x200 hi-res screen by direct VRAM access (short* at 16384, XOR-points, 80 bytes a row), lines by recursive midpoint subdivision. Textbook beginner bugs preserved: scanf without &, so any input crashes to ODT - the 'debugger' the old probe description saw was the C runtime's register dump; the x0>x1 case recurses on itself; horizontal lines paint the full screen width",LIN.C read in full + live run 2026-09-05,1,1dfeccbe24a7786ee316e492249d76b086305a90e4f2e9c7798bf84f7ae819e1
programs/lyceum1/LP.SAV,LP.SAV,program,high-level (runtime library linked),,en,ascii,ran,,Working line-drawer from the amk_2 lab disk (Pascal): asks x1/y1/x2/y2 in a loop and draws the segment on the graphics screen. The same exercise as the C LINE.SAV beside it - but this one works (no scanf-without-& to crash it). Not to be confused with the LP.SYS printer handler,"live run 2026-09-05: (10,10)-(300,150) drawn, loops for the next pair",1,df70359557834e5ac46f3d855676dd7d066d6753d1d3dbcb237b134f2f8dd68f
programs/lyceum1/LUD.PAS,LUD.PAS,source,,,,,,,"Not a program despite the extension: the theory text of the latent-heat lab (heat given to a solid, melting, «при достижении температуры плавления…»), the text LUDA10 shows",read 2026-09-06,1,eca4732878a5ecdab1babe86cef1f9f20e0e0be6864680e999c41149bcd8a042
programs/lyceum1/LUDA10.PAS,LUDA10.PAS,source,,,,,,,"Program work - the latent-heat lab: shows the theory from a text file, takes the measurements, computes averages and errors; 1992",read 2026-09-05,1,b4178198792c62fe013b61d4f732424249fb7e54f3524a08686af93da282ff62
programs/lyceum1/LUDA10.SAV,LUDA10.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,"Physics coursework: latent heat of fusion and specific heat of paraffin; L. Borodkina, Lyceum No. 1, 1992.  Uses the shared ZASTL title screen",program screen,1,ba2af509cdbc832b54d3fe3f38fd8c78e9e6ffc8f2ce8119a32fe002b68a2e66
programs/lyceum1/OLGA.SAV,OLGA.SAV,program,high-level (runtime library linked),graphics,en,ascii,ran,,Coursework in the Lyceum No. 1 series; asks for the number of experiments (at least two),program screen,1,ce63f291d8f720f44d9b48e74c93a9e4752d145dbd0a5b7af92aeb43488927f9
programs/lyceum1/PROBA.COM,PROBA.COM,command file,,,,,,,"Build recipe of PROBA: PAS1 → MACRO → LINK with LD4:PASGRF, LD4:PAS1 and DZ:PASLIB, then COPY of the .SAV and .PAS to DZ: - the lyceum's Pascal toolchain laid out on logical disks",read 2026-09-06,1,eba078f4a02af121ce7bc4847d9a123641d23100d79e27bccdba1348e4be76d5
programs/lyceum1/PROBA.OBJ,PROBA.OBJ,object/library,,,,,,,"Object module of a build of the kislorod (HIM) program - its title strings inside name the author: «Разработал: Чепков Александр, 1992 г.»",strings 2026-09-06,1,827505a1e9ac905b77b208bd52afe51a6e939f867895031a765b4fc8bd90e284
programs/lyceum1/PROBA.SAV,PROBA.SAV,program,high-level (runtime library linked),text,en,ascii,exited,,"Carries the standard FORTRAN/Pascal runtime error table (""TRAP TO 4"", ""NOT A VALID DEVICE"", ""I/O CHANNEL NOT OPEN""); a compiled test program that prints nothing on its own",strings in the file,1,6d379afe8b3429d58054fdfbe639ec3ba8fb0dfeea83e28fda7b3051adfcf911
programs/lyceum1/ROBA.PAS,ROBA.PAS,source,,,,,,,"Source of ROBA.SAV, program grred: a line-drawing editor with line/point/vpeekb/vpokeb externals that keeps 50 lines in an array and writes them out as «line(...);» Pascal statements",read 2026-09-06,1,1ca1e050df63e5a13a4ff90a4a74e7e52c568e6c739744254fbfdb6625e71c56
programs/lyceum1/ROK.TXT,ROK.TXT,text,,,,,,,An essay «Введение» on computers in Russian school education - the report that accompanied the lyceum coursework (cites Мякишев-Буховцев's physics textbook),read 2026-09-05,1,e5e59a55887d02a358133857568a6f2aeaf08817d328028b39d7060a5f99f54b
programs/lyceum1/ROO.DAT,ROO.DAT,data,,,,,,,"Drawing file of the grred line editor (ROBA.SAV): «line(x0,y0,x1,y1);» statements, 50 of them, all zeros - an empty drawing",read 2026-09-06,1,f68b9a31319c6af703de03384fe5a7a7faa96542570cd6977a0e0382d1003b86
programs/lyceum1/SOWLIT.REA,SOWLIT.REA,data,,,,,,,"Not a program: a literature essay «Тема исторической памяти в современной литературе» (Гроссман, Рыбаков, Ахматова, Твардовский, Домбровский) - a pupil's composition kept on the lyceum disk",read 2026-09-06,1,5763c5d75f1ac1b743d69bbfb3a20530a8d7ecd51709c42a39f504262d90be85
programs/lyceum1/TEOR.TXT,TEOR.TXT,text,,,,,,,"«Теория» of the magnetic-induction lab: the approximate value of the field at a magnet's pole, the field taken as uniform…",read 2026-09-06,1,a422eb05506ff0d9f54c6bc2749026bddc0fbc9d37bafd4a6d75b9ea2d3c0bfc
programs/lyceum1/TEORT1.TXT,TEORT1.TXT,text,,,,,,,"Theory text of the gas lab: the properties of the gaseous state, pressure on the vessel walls, dependence on temperature and volume",read 2026-09-06,1,1c6ddc8771143ddd8abdacb13783c4e103811a71216e5702d2e78c0ee7e5bcc6
programs/lyceum1/WEEK.PAS,WEEK.PAS,source,,,,,,,"Program work - an electrical lab: voltage and current readings U(пр.), I(пр.) per experiment, averages and the relative error, the shared menu («для выхода в меню нажмите ВВОД»); 1992",read 2026-09-06,1,b34e76f3de6e330c9399bb58c59464cd953b2f90bb32896972b114580d476f03
programs/lyceum1/WP.DAT,WP.DAT,data,,,,,,,"Drawing file of the grred line editor (ROBA.SAV), one «line(...)» per line, all zeros - an empty drawing",read 2026-09-06,1,b293bbe3536f959b89cf5548546ad75894a26289970760be4ee0b67ccbd63e45
programs/lyceum1/ZAM.PAS,ZAM.PAS,source,,,en,ascii,,,"Program p3 - the gas-law lab: enters the temperatures of hot and cold water, the length of the water column and its height in the cold vessel, computes P1/P2 and the error, and writes the results sheet with the class and two pupils' names (the 10A….DAT files)",read 2026-09-06,1,dfe9171b27d427ce1c6b6ec4e8c3ebf3ccfa333fb7e1e92d3fbb45b07696134a
programs/lyceum1/ZAM.SAV,ZAM.SAV,program,Pascal (source on the disks),graphics,en,ascii,ran,,School program: asks which class you are in (for example 10B or 10A),program screen,1,92ecadab9f8536b5e6610da018b3fd63bc1f80a1a0e26dd0257c94c62cb9383c
programs/lyceum1/ZASTL.PAS,ZASTL.PAS,source,,,,,,,"Source of the shared title screen: «Россия, 1992, г. Воронеж, Лицей 1 - разработал лицеист Торохов Александр»",read 2026-09-05,1,b7ec494c782c6d0a6462c64f08040407207f943ae25aebcd5a53d78a8e1f4b9d
programs/lyceum1/ZASTL.SAV,ZASTL.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,"The title screen the Lyceum No. 1 coursework programs share: a drawing of the school, ""Russia, 1992, Voronezh"", by the pupil A. Torokhov",program screen,1,26cb8633555d4d7c80df434dd201e6a9c5d9b9084151adee2dee2713e354b62d
programs/lyceum1/lyceum-1/ROBA.SAV,ROBA.SAV,program,Pascal (source on the disks),graphics,en,ascii,ran,,ROBA as amk_1 carries it,"read 2026-09-06; the Лицей №1, disk amk_1 build",1,d138570618734d8a88dfbd8e50d46516da907a1d5198a1576b9fe5ab6ff99e5f
programs/lyceum1/lyceum-2/ROBA.SAV,ROBA.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,"ROBA as amk_2 carries it - another build, all 21 blocks differ","read 2026-09-06; the Лицей №1, disk amk_2 build",1,6d4df27d4a2e2a4328bab12099b00ead8c38a4bd9404e3a20e5d007df70d10ee
programs/ms0111/EPP.BAK,EPP.BAK,data,,,,,,,"Earlier revision of EPP.MAC, one line shorter (no TST @#177552 poll) - kept as the project's history",diff against the source 2026-09-06,1,8a5168b58f34d46e5af0135429b7b11cdd95c4a2729719f77fade7189e13465a
programs/ms0111/EPP.MAC,EPP.MAC,source,,,,,,,Nine lines: writes the constant 47 to the register 173406 and exits - initialises the link adapter of the МС0111 complex,read 2026-09-06,1,7beec56764617b36b3d758affacbdf0b9ecadfe1b2fe944b5fedbc2391fd196a
programs/ms0111/EPP.OBJ,EPP.OBJ,object/library,,,,,,,Object module of EPP.MAC,,1,c7ff2749fa1ea51a08697fd2c793c1dafb7099be77e6bba00fb7c9851d20d4d0
programs/ms0111/EPP.SAV,EPP.SAV,program,assembler (source on the disks),text,,,exited,,"Link-channel initializer from the work diskette 056 of the КВИ «Электроника МС0111» complex: an 8251-style UART setup sequence into 173206 (dummy/mode/command bytes) plus 173406, then a test of 177552; run before TERM. Source EPP.MAC survives beside it",EPP.MAC read in full; 056 disk context via TERM.TXT,1,8e1e2cba7f5b59d220afb5e730857a555fec8e81e3714afda7f1e9ec84d6ada1
programs/ms0111/KUBUS.BAK,KUBUS.BAK,data,,,,,,,Earlier revision of KUBUS.MAC with different patch addresses (21 lines apart) - kept as the project's history,diff against the source 2026-09-06,1,8e1ef0a4f41db9a7a747488dbbe6e53d6c70054139f2ce43459b904032154780
programs/ms0111/KUBUS.MAC,KUBUS.MAC,source,,,,,,,Fourteen lines: stores 13727 at 125464 (a patch into memory) and exits - the KUBUS fix of the complex,read 2026-09-06,1,06fe7ebe8c889bc41eefc39596e377df47cd40714e3f9bf735c99e62e8774f8c
programs/ms0111/KUBUS.OBJ,KUBUS.OBJ,object/library,,,,,,,Object module of KUBUS.MAC,,1,04053a794d1131ac63c2a74185e65abdfead1c1a8252dccdadab47d11c8c8455
programs/ms0111/KUBUS.SAV,KUBUS.SAV,program,assembler (source on the disks),text,,,exited,,Ten-word in-memory patch from the work diskette 056 of the КВИ «Электроника МС0111» complex: pokes a polling sequence for I/O register 175200 (the link adapter) into code loaded at 125464 and exits. Source KUBUS.MAC survives beside it,KUBUS.MAC read in full; 056 disk context via TERM.TXT,1,14ef320efc86e75e65eaf0ec72547658625f4a5065978022b3cab01c0fc5b390
programs/ms0111/PIC.SAV,PIC.SAV,program,assembler (no runtime library),text,en,ascii,ran,prompt; answers ?CSI-F-Файлненайден*,"Extended-memory mapping TEST from the work diskette 056 of the КВИ «Электроника МС0111» complex: takes a file at its CSI '*' prompt, asks 'poehali?' and walks the mapped-memory API - create region, create window, map window, read/write/remap, reporting 'remap OK / read OK / write OK' per step (also prints 'user mode'/'digit mode'). Under our SJ monitors the mapping step fails with 'ERROR in macro or I-O error 22' - it expects the multi-user/XM environment of the complex's central machine world",strings + live run 2026-09-05,1,7982d95a8635901f090cd700a8e8ab41abe8d556d350187a482af6edd9ca1cd2
programs/ms0111/PIC1.SAV,PIC1.SAV,program,assembler (no runtime library),text,en,ascii,ran,prompt; answers ?CSI-F-Файлненайден*,PIC.SAV with eleven bytes changed - ten size constants 6->8 and one address 040->044: the same memory-mapping test rebuilt for a larger window/region. An engineer's parameter sweep preserved as two binaries,byte diff against PIC.SAV,1,b7bda7f8e81a6930df87a65271ac2ec4df3b63dc0d7d539cfbe9e3f32106ae3a
programs/ms0111/TERM.TXT,TERM.TXT,text,,,ru,koi8-r,,,"«Работа в режиме эмуляции терминала центральной ЭВМ» - the check-out procedure of the КВИ «Электроника МС0111» complex, on the work diskette 056 only: the complex is TERM.SAV on the ПЭВМ «Электроника МС0515» under ОСА and DEMO.SAV on the central ЭВМ «Электроника МС0108» under ФОДОС-4 with the multi-user monitor TS V6.1, and the text walks the check-out - DU then TSX on the central machine, R TERM on ours, «Линия #N» on the screen.  Nine blocks; the one-block TERM.TXT of the other disks is a different document",content read 2026-09-22,1,15e2f32e5d8527d0d657487e90b43c328e183676c2cc90b8c95d29afbf22ea98
programs/muzred/REKL.HLP,REKL.HLP,data,,,,,,,"Re-created melody file for ZASTM (the original is lost): integers ending in 0, the note list the advert plays - OURS, not a recovered file",written for the emulator's demo disk,,
programs/muzred/ZASTM.SAV,ZASTM.SAV,program,high-level (runtime library linked),graphics,en,ascii,ran,,"Advertising splash of the Muzykalnyj Redaktor (FMG, Voronezh 1994): animated logo plus a melody looping until ENTER, which exits to the monitor; it chains to nothing. Reads REKL.HLP (lost) as a list of integers terminated by 0 - unterminated data draws a 'Bad integer' each cycle. The editor itself survives nowhere - only MUZRED.SCR remains","probe experiments 2026-09-05: synthetic integers paint the full logo, a trailing 0 (or -1) ends the read cleanly; ENTER exits, SPACE does nothing; shipped as .SAV: the .EXE name is the collector's later renaming on disk4",2,641e292f57ef0618ad79a998205de0ba65245bfc8580c5cf34da4385510b226a
programs/pascal/BIO.PAS,BIO.PAS,source,,,en,ascii,,,"Source of the biorhythm calculator: the three cycles plotted as a text chart 64 characters wide, English month names (MAR…FEB), date arithmetic in records - a textbook program",read 2026-09-06,2,fbafdfec17a05fa365c6bd92750b43dbe3f3ee3e8e0986c6e3e9d2db6f0adfc8
programs/pascal/BIO.SAV,BIO.SAV,program,Pascal (source on the disks),text,ru+en,koi8-r,ran,,Biorhythm calculator; asks for a date of birth (yyyy mm dd),program screen,1,d0042cfa6d83b388c2c91792f00f570fd63bf9c2c2c7e4d464260adce84f2566
programs/pascal/BIORIT.PAS,BIORIT.PAS,source,,,ru,koi8-r,,,"A biorhythm program written entirely with Russian identifiers (PROGRAM биоритмы; TYPE год, месяц, дата; FUNCTION високос) - prints the month's chart with +/- halves; from a Russian Pascal textbook",read 2026-09-06,2,2a6bcd80b907fa494521ad5f41d232b0e0877e8f8c5fb95772f01ca9ab2fae36
programs/pascal/CCC.PAS,CCC.PAS,source,,,en,ascii,,,"program calculator - an expression calculator: reads a line, scans digits, additive and multiplicative operators and separators (Wirth-style sets of char), evaluates with REAL results",read 2026-09-06,2,136d515451c4ea4afa6d15530321c83edb84c974bf5396169857ba800370eccd
programs/pascal/CELFAR.PAS,CELFAR.PAS,source,,,ru,koi8-r,,,"«Таблица значений градусов температуры по Цельсию и Фаренгейту»: asks the start, end and step and prints the conversion table",read 2026-09-06,2,089a3027baad1232899b569a0a12914c77b17eabe24d1c6b789f4ff838e1a052
programs/pascal/CLOCK.PAS,CLOCK.PAS,source,,,ru,koi8-r,,,"Source of the graphics analog clock: «Введи время.. чч мм сс», the dial and three hands, the second as a calibrated delay loop",read 2026-09-05,2,ced3e99c7f864ac2560ae35eec132ff92ce984947d80858b5fc28987ed414aa7
programs/pascal/CLOCK.SAV,CLOCK.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,"Graphics ANALOG clock: asks hh mm ss (the machine has no battery clock to ask instead), then draws a dial at the centre of the 320x200 screen and moves hands of length 30/60/80. Its 'one second' is an empty delay loop of 57000 iterations calibrated to the real 7.5 MHz CPU (for q:=-29000 to 28000) - so its drift is a direct measure of an emulator's cycle accuracy",CLOCK.PAS source (vvv104/disk3) + probe screen,1,d8976bc80f13a2f02678a1e056f1d4bc2a0a4609c286e7fe7e25490e95abb3eb
programs/pascal/COLOR.PAS,COLOR.PAS,source,,,en,ascii,,,"«Введите нужный Вам цвет экрана»: a menu 0 - чёрный, 1 - синий, 2 - красный, 3 - пурпурный, 4 - зелёный, 5 - голубой… and the screen switches to it",read 2026-09-06,2,c088ace0f71ddda1bbf35df0f6ba77a02142522646fefc443b1782e9a9afda6c
programs/pascal/COLOR.SAV,COLOR.SAV,program,Pascal (source on the disks),text,en,ascii,ran,,Colour demonstration compiled from COLOR.PAS beside it,identified 2026-09-05; shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,f76bf6d9ba2ba5d89ef60d67542798ae5a0360e53f135dfe483029b13e759bbc
programs/pascal/DNINED.PAS,DNINED.PAS,source,,,,,,,"FUNCTION DNINED(DT:DATA):DNED - the day of the week for a date (Monday..Sunday), twenty lines",read 2026-09-06,2,27da6290137b77435723f87bed2386f9ebcd7666f6c335abeeb3c458cef357de
programs/pascal/EPIC.BAS,EPIC.BAS,source,,,en,ascii,,,"The epicycloid drawer in BASIC: «Введите коэффициент отношения радиусов R и r», «Введите шаг в градусах», the curve traced with PSET",read 2026-09-06,2,a9404ab022d98fddc2fa7e0aa980e702208d455e7d86dfe5b3af01e458a77fe8
programs/pascal/EPIC.PAS,EPIC.PAS,source,,,,,,,"PROGRAM EPICYKLOID: asks the ratio of the radii and draws the epicycloid with LINE, a key ends it",read 2026-09-06,2,efc133b327131f7992d50807a947f32794c346191fad1ccf02ee98a5a302cbad
programs/pascal/EPIC.SAV,EPIC.SAV,program,Pascal (source on the disks),,en,ascii,ran,,Draws epicycloids; asks for the ratio of the radii R and r,program screen,1,774e0859a252ce6204205fd1c84d1b92b054c48b7621d137fb24424a30144228
programs/pascal/FREE.PAS,FREE.PAS,source,,,en,ascii,,,Textbook exercise: converts infix expressions from the input into postfix with an operator stack kept on a linked list and a free-list of released nodes (NEW/pointer '@' syntax of OMSI Pascal); as saved it still has a few missing semicolons - an unfinished student piece,read from the source 2026-09-06,2,07e5c5c6fd8b8d3a879167c9178d78aac57b8f05c7ca4fbd94d38c16f3343679
programs/pascal/GOROD.PAS,GOROD.PAS,source,,,ru,koi8-r,,,MakeCityScape - «рисует произвольные строения»: a random city skyline of buildings with windows (a Pascal rendering of a well-known BASIC demo),read 2026-09-06,2,23208fe3065189337b466eee9014e1daaa8d78e75e8eafa583fedacd7af1d451
programs/pascal/INKOD.PAS,INKOD.PAS,source,,,ru,koi8-r,,,"PASSWORD: a disk access gate - clears the screen, prints «Диск принадлежит Воронкову В В - введите код», accepts the code (5639) or, on a wrong one, prints «Посторонним лицам запрещён доступ к файлам», writes 0 into the keyboard status register 177442B and hangs in an endless loop",read from the source 2026-09-06,2,134197f91e8e941b28603c4d4eee2bdb39efe5075283208e5740a5e38f5ccfb7
programs/pascal/KOD.PAS,KOD.PAS,source,,,en,ascii,,,"KEY: hardware probe - prints the words at 177540B, 177542B and 177544B (the MS7007 PPI ports A, B, C: keyboard rows, the joystick port and port C) 500 times in a row, to watch what the ports return while keys are pressed",read from the source 2026-09-06,2,cf5e408391723c1359decc31c4adb24f8922b4ea302ef7bc3bdaa66e442b3d72
programs/pascal/MORZE.PAS,MORZE.PAS,source,,,en,ascii,,,"Morse code: a table of letters, digits and punctuation to dot-dash strings, converting entered text",read 2026-09-06,2,3494b81f1541f3db900ccf23c2663c020c48aac9ebc111bb52cbd0bc19eb0715
programs/pascal/UZOR.PAS,UZOR.PAS,source,,,,,,,"«Узор»: random patterns from moving line segments (MoveTo/LineTo with random parameters), a key ends it",read 2026-09-06,2,d92a7310d4df5c63a957fe7b1613fbf00c0304027d6c105d5f6dffe965c4ec3c
programs/pictures/MORDA.SCR,MORDA.SCR,data,,,,,,,"Screen dump (16384 bytes = the whole video RAM, 320x200 colour mode with attributes): three grinning faces with lolling red tongues on a grey field - a picture, not a program; from the 059 games disk next to ART.SAV",rendered from the VRAM layout 2026-09-05,5,1e74bd833ddec4d67ad03941fcdc6cf5af4e5cd133c70c11f9dc7c7e0a801bde
programs/recode/RECODE.C,RECODE.C,source,,,,,,,"Eighteen lines that are the Rosetta stone of this collection's encodings: a filter converting SO/SI-switched KOI-7 text to 8-bit KOI-8 - eats the 0x0E/0x0F mode bytes and adds 128 to every РУС-mode character. The exact conversion our modern disk5_text_to_utf8.py re-derived (UKCALC.LST with its 709 SO/SI pairs) - written by the keeper on the machine itself, in C",read in full 2026-09-05,2,19ce86812abeae495e2dad304061d7db73df310e17bc28f768d70038787cbac3
programs/recode/RECODE.SAV,RECODE.SAV,program,assembler (no runtime library),text,,,ran,"bare prompt, no answer to a bogus file name","Compiled build of RECODE.C, the SO/SI KOI-7 -> KOI-8 filter (reads standard input, writes standard output - hence the silent bare prompt when run without redirection)",RECODE.C source beside it on the vvv disks; shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,39a49abb7828b23bf4bebdde2884c8ab93a5d01b02a2c78d4ff86ee072bcb860
programs/sprites/GENSPR.BAS,GENSPR.BAS,source,,,ru+en,koi8-r,,,"Sprite generator «COPYRIGHT 1994 BY GOSTEV DMITRY, Россия, Воронеж - идея подана Грудзинским А.С. с физического факультета Львовского университета»: draws 8x8 sprites on a magnified grid and writes them as SPRITE data",read 2026-09-06,1,71a8292a0ea63bde612fa44322fd45c436ca004a4d3209c3f0cdee03aa3deefd
programs/sprites/SPRED.BAS,SPRED.BAS,source,,,ru+en,koi8-r,,,"«Редактор SPRITE - программа составлена на физическом факультете Львовского университета, автор Грудзинский А.С.»: edits an 8x8 sprite, asks the file name, number (>3), colours and brightness, and BSAVEs the table",read 2026-09-06,3,2952e18b5baae1ff07f1738c42e8c72b6d5df1c4a04a66bd8e7b28407dc6eba4
programs/sprites/SPRED.DOC,SPRED.DOC,text,,,ru,koi8-r,,,"«Программное обеспечение ПЭВМ Электроника 0515 - Редактор SPRITE - Руководство пользователя», 7 sheets, Львов 1991",title page 2026-09-06,1,445e440a6eeba29209749869db34283cd5dc8d2715e1137d38092cd09562a3d4
programs/vvv/BIG2SM.PAS,BIG2SM.PAS,source,,,,,,,copies a .PAS file turning capitals into small letters,read out of PROGS.DSK 2026-09-06,,
programs/vvv/BIG2SM.SAV,BIG2SM.SAV,program,high-level (runtime library linked),text,ru+en,koi8-r,ran,,Converts the upper-case letters of a text file to lower case; asks for the file name,program screen,2,80d8bf998afadf29f1aaf25befbdb128c3a62167aaafde26e147fc4a34d1b2fa
programs/vvv/CHAIN.PAS,CHAIN.PAS,source,,,,,,,a .CHAIN test: fills the RT-11 chain block at 500 with a RAD50 file name and issues EMT 374 with R0=4000 - and prints a jibe if control ever comes back,read out of PROGS.DSK 2026-09-06,,
programs/vvv/CODTXT.PAS,CODTXT.PAS,source,,,,,,,source of `CODTXT.SAV` beside it: the text coder/decoder whose cipher the minesweeper's K.HLP is in - it prints every byte as it goes,read out of PROGS.DSK 2026-09-06,,
programs/vvv/CODTXT.SAV,CODTXT.SAV,program,high-level (runtime library linked),text,ru+en,koi8-r,ran,,"Encodes and decodes text files; asks 1 to encode, 0 to decode",program screen,2,fe652de182b727c7ae93934789ce4d3c26bb27036d1b435836c48a8d5642991e
programs/vvv/DMPMOD.PAS,DMPMOD.PAS,source,,,,,,,trims a DUMP listing: drops its three header lines and everything before the `/` of each line,read out of PROGS.DSK 2026-09-06,,
programs/vvv/FORMUL.PAS,FORMUL.PAS,source,,,en,ascii,,,"Voronkov's formula-string editor and evaluator (baspasfor/disk2): edits the line f(x)= with insert/backspace (KBMODE, INKEY), verifies it (STRVERIF, also in STRVER.PAS inside PROGS.DSK), parses it into a tree and evaluates it on a stack with X, Y, T, P and the functions S C N L E A Q - a building block for a plotter.  On the disk it is K.PAS: K was the working name of whatever he was writing at the time, so that the ready K.COM built it; renamed here at his word",,2,f4f7c173be2647c760e9d298fff8fdd8f2f8b5615216abc99b1330b3ee9bd96e
programs/vvv/FORT.PAS,FORT.PAS,source,,,,,,,a test of calling FORTRAN's ASSIGN from Pascal,read out of PROGS.DSK 2026-09-06,,
programs/vvv/GR.PAS,GR.PAS,source,,,ru,koi8-r,,,"GRAPH3D: plots a second-order surface as a wire grid in oblique projection (NAKLON = 0.3) on the 320x200 screen through INITGRAPH/SETPIXEL of PASGRF - the source carries the whole family to choose from by uncommenting (ellipsoid, one- and two-sheet hyperboloids, cone, elliptic and hyperbolic paraboloids, cylinders; the hyperbolic paraboloid is active), with a safe-arithmetic layer (LNE, SQRE, DIVE, ST) that counts domain errors instead of trapping",read from the source 2026-09-06,2,1018ff6323649f5ae0b694a7131c08920ae9222a52130720ce1053c1f7cbd8da
programs/vvv/HORSE.PAS,HORSE.PAS,source,,,,,,,"the knight's tour: enter the board size and the start square, watch the backtracking search place the moves one by one (ESC Y runs it without pauses, ESC N quits); «Решения нет» when there is none",read out of PROGS.DSK 2026-09-06,,
programs/vvv/LSTROM.PAS,LSTROM.PAS,source,,,,,,,dumps the ROM 140000..177377 into PZU.DAT,read out of PROGS.DSK 2026-09-06,,
programs/vvv/LUNA.BAS,LUNA.BAS,source,,,ru,koi8-r,,,"Joystick space shooter «LUNA» (sprites in LUNA.SPT): rules screen («в Вашем космолёте поломался двигатель... уничтожить как можно больше инопланетных кораблей за отведённое время»), your ship at the bottom read through the joystick port (PEEK(-158) = 177542): left/right, fire, diagonal moves with fire; an alien appears at a random spot at the top every 30 ticks, a 1000-tick timer, «убито» counter, final «ВЫ УБИЛИ n ИНОПЛАНЕТЯН». Banner: «PROGRAM BY VORONKOV SOFT 1993»",read from the source 2026-09-05,2,6d387de75091ce87b14e37678d7fd98a158995d6d4327a5948be203fffd7d561
programs/vvv/LUNA.SPT,LUNA.SPT,data,,,,,,,"Sprite table of LUNA.BAS (SPRITE BLOAD ""LUNA""): the ship and the alien craft as 8x8 patterns, 2560 bytes",bytes 2026-09-06,2,0584de97cebe9dd386acc1a1815a5473e16c950846325a0cefb5363b2cd96ff6
